,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2023.02.17,51600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2023.02.16,51600.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2,2023.02.15,51600.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
3,2023.02.14,51600.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
4,2023.02.13,51600.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
5,2023.02.10,51600.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
6,2023.02.09,51600.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0
7,2023.02.08,51600.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0
8,2023.02.07,51600.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
9,2023.02.06,51600.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0
10,2023.02.03,51600.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0
11,2023.02.02,51600.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0
12,2023.02.01,51600.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0
13,2023.01.31,51600.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0
14,2023.01.30,51600.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0
15,2023.01.27,51600.0,2700.0,53700.0,54200.0,51600.0,1423871.0,15.0,15.0,15.0,15.0,15.0
16,2023.01.26,54300.0,0.0,54000.0,55300.0,53700.0,214164.0,16.0,16.0,16.0,16.0,16.0
17,2023.01.25,54300.0,1500.0,55800.0,55900.0,53800.0,240519.0,17.0,17.0,17.0,17.0,17.0
18,2023.01.20,55800.0,400.0,56000.0,56800.0,55300.0,233904.0,18.0,18.0,18.0,18.0,18.0
19,2023.01.19,56200.0,900.0,55500.0,56800.0,55000.0,335060.0,19.0,19.0,19.0,19.0,19.0
20,2023.01.18,55300.0,1900.0,53700.0,55300.0,52800.0,233823.0,20.0,20.0,20.0,20.0,20.0
21,2023.01.17,53400.0,400.0,52800.0,55400.0,52200.0,295737.0,21.0,21.0,21.0,21.0,21.0
22,2023.01.16,53000.0,600.0,52000.0,53200.0,50700.0,201618.0,22.0,22.0,22.0,22.0,22.0
23,2023.01.13,52400.0,2800.0,49900.0,52600.0,49900.0,402345.0,23.0,23.0,23.0,23.0,23.0
24,2023.01.12,49600.0,3150.0,47100.0,49950.0,46550.0,308789.0,24.0,24.0,24.0,24.0,24.0
25,2023.01.11,46450.0,1000.0,47500.0,47700.0,46050.0,177276.0,25.0,25.0,25.0,25.0,25.0
26,2023.01.10,47450.0,800.0,46950.0,47900.0,46150.0,108159.0,26.0,26.0,26.0,26.0,26.0
27,2023.01.09,46650.0,1050.0,45700.0,47250.0,45300.0,208212.0,27.0,27.0,27.0,27.0,27.0
28,2023.01.06,45600.0,1150.0,46050.0,46300.0,44700.0,308987.0,28.0,28.0,28.0,28.0,28.0
29,2023.01.05,46750.0,1750.0,47850.0,48850.0,46400.0,195034.0,29.0,29.0,29.0,29.0,29.0
